user_id,item_id,recommend,row_index,sentiment_analysis
Nozomikat,437220,False,85,1
Nozomikat,210770,True,85,1
xfluttersx,351640,True,86,1
xfluttersx,202530,False,86,1
xfluttersx,105600,True,86,2
xfluttersx,440,True,86,2
xfluttersx,47870,True,86,2
xfluttersx,383080,True,86,1
xfluttersx,410,True,86,2
76561198056290589,730,True,87,2
ii_voltage_ii,253710,False,88,1
ii_voltage_ii,339280,True,88,2
ii_voltage_ii,271290,True,88,2
ii_voltage_ii,203290,True,88,2
76561198097762318,440,True,89,1
76561198097762318,233150,True,89,1
Hirukaz,550,True,90,1
StelerForYou,730,True,91,1
StelerForYou,211820,True,91,1
76561198183396245,440,True,92,2
Xx-Woods,346330,False,93,1
Xx-Woods,224260,True,93,2
Xx-Woods,317360,True,93,1
Xx-Woods,295550,True,93,1
Xx-Woods,250180,True,93,1
Xx-Woods,227940,True,93,1
Xx-Woods,17520,True,93,1
Xx-Woods,113420,True,93,2
kevinator23,320760,True,94,1
kevinator23,8850,True,94,1
kevinator23,233720,True,94,1
kevinator23,218620,True,94,1
kevinator23,730,True,94,1
kevinator23,219740,True,94,2
kevinator23,220240,True,94,1
kevinator23,440,True,94,1
76561198090715178,4000,True,95,1
76561198090715178,304930,True,95,2
CatsWhale,333950,True,96,1
CatsWhale,388520,True,96,1
CatsWhale,107410,True,96,1
CatsWhale,206210,True,96,1
76561198073784601,221100,True,97,2
76561198073784601,299740,False,97,0
mimimomoma,730,True,98,0
76561198102410011,440,True,99,1
de_Butl3r,209870,True,100,1
76561198027947401,322170,True,101,1
76561198027947401,304050,True,101,2
Bluezap1,440,True,102,1
Bluezap1,730,True,102,2
Bluezap1,362890,True,102,1
Bluezap1,413850,True,102,1
76561198074200011,730,True,103,1
jonasdbomb,346110,True,104,1
L1J1N,570,True,105,2
Lord_Exploit,311560,True,106,1
Lord_Exploit,322170,True,106,1
AVATAR715,48240,False,107,1
AVATAR715,440,True,107,2
AVATAR715,248570,True,107,1
AVATAR715,264140,True,107,1
AVATAR715,4000,True,107,1
AVATAR715,266430,True,107,2
AVATAR715,316010,True,107,1
AVATAR715,249570,True,107,1
YieuwMage,730,True,108,1
76561198078752187,240,True,109,0
A-Very-Sly-Person,304930,True,110,1
A-Very-Sly-Person,440,True,110,1
76561198211054671,730,True,111,0
76561198211054671,333930,True,111,0
76561197994493402,365590,True,112,1
76561197994493402,264200,True,112,2
76561197994493402,440,True,112,2
Koolcaz12,298050,False,113,2
76561198065656175,383080,True,114,1
76561198188979775,440,True,115,1
97396295,301520,True,116,2
97396295,243870,True,116,1
97396295,218230,False,116,2
97396295,291550,False,116,1
76561198126640317,251570,True,117,1
76561198126640317,221100,True,117,1
76561198126640317,316010,True,117,1
76561198126640317,218230,True,117,1
76561198126640317,333930,True,117,2
76561198126640317,222880,True,117,1
76561198126640317,730,True,117,1
DemonicWolvz,55230,True,118,1
DemonicWolvz,232090,True,118,2
DemonicWolvz,4000,True,118,1
DemonicWolvz,206420,True,118,2
DemonicWolvz,224260,True,118,1
DemonicWolvz,550,True,118,2
DieMadchenschanderin,346110,True,119,1
DieMadchenschanderin,380770,False,119,1
DieMadchenschanderin,454890,True,119,1
DieMadchenschanderin,227680,False,119,1
GGargula,570,False,120,1
GGargula,233250,True,120,1
Myther43,273350,True,121,2
getf0kinn0sc0pedm9,730,True,122,0
getf0kinn0sc0pedm9,440,False,122,1
76561198141443390,730,True,123,2
76561198097333029,570,True,124,0
whodafuqisthisguilao,730,True,125,2
Magjiikal,370480,True,126,2
Magjiikal,313740,True,126,1
ohnospaghet,1840,True,127,2
ohnospaghet,440,True,127,1
ohnospaghet,266210,True,127,2
ohnospaghet,369200,True,127,1
ohnospaghet,252490,False,127,1
ohnospaghet,264200,True,127,1
76561198050347115,292030,True,128,1
2768820078,287700,True,129,1
2768820078,730,False,129,1
2768820078,310950,True,129,1
2768820078,377160,True,129,1
2768820078,221380,True,129,1
2768820078,333950,True,129,1
2768820078,222420,False,129,1
2768820078,271590,True,129,1
2768820078,298110,True,129,1
2768820078,222440,True,129,1
76561198056392326,259530,True,130,1
76561198056392326,219640,False,130,1
76561198056392326,269210,False,130,1
2d4nk4m3,317470,False,131,1
2d4nk4m3,47410,True,131,2
76561198078478151,730,True,132,1
exiaez,365450,True,133,1
76561198095921854,245620,True,134,2
EizanAratoFujimaki,70,True,135,1
EizanAratoFujimaki,359550,False,135,1
TeCool,274980,True,136,1
TeCool,202090,True,136,1
TeCool,339280,True,136,1
TeCool,314130,False,136,0
2xDelorean,570,True,137,1
2xDelorean,212680,True,137,1
2xDelorean,200210,True,137,2
2xDelorean,440,True,137,2
washington_,440,False,138,1
washington_,4000,True,138,2
washington_,211820,True,138,1
washington_,10180,True,138,1
washington_,252490,True,138,1
washington_,417860,True,138,1
jewxxl,251970,True,139,2
76561198088944293,359550,True,140,1
76561198088944293,107410,True,140,2
76561198088944293,218230,False,140,1
76561198088944293,437701,False,140,1
76561198088944293,304930,True,140,1
76561198092540221,400,True,141,1
76561198092540221,620,True,141,2
76561198092540221,238460,True,141,2
76561198092540221,6060,True,141,2
76561198092540221,440,True,141,2
76561198051258119,730,True,142,1
nubquake123,265610,True,143,1
Pyromanic,31280,True,144,1
Pyromanic,4000,True,144,2
Pyromanic,240,True,144,2
76561198109656922,440,True,145,2
CobRazor,252490,True,146,0
relesprit,8930,True,147,2
WitchHunter4542,304930,True,148,2
WitchHunter4542,237310,True,148,1
WitchHunter4542,224260,True,148,1
pwrt,230410,True,149,1
pwrt,440,True,149,2
wantmahbody,440,True,150,2
76561198115868847,219640,False,151,0
benedictcuminherbatch,570,True,152,2
76561198031207016,8930,True,153,2
76561198043458582,105600,True,154,0
76561198043458582,221100,True,154,1
76561198043458582,107410,True,154,1
76561198043458582,231430,True,154,1
smashiroshh,218620,True,155,1
shark854,225540,True,156,2
killbunny38,570,True,157,2
killbunny38,333930,False,157,0
76561198047630659,230410,False,158,1
1337lolroflmao,271590,True,159,1
1337lolroflmao,218620,True,159,1
1337lolroflmao,219740,True,159,1
1337lolroflmao,7940,True,159,2
1337lolroflmao,234190,True,159,1
1337lolroflmao,10180,True,159,2
1337lolroflmao,33900,True,159,2
1337lolroflmao,261030,True,159,2
1337lolroflmao,243470,True,159,1
sithjjf,302830,False,160,1
76561198060039459,570,False,161,1
OzfurAtlas,218620,False,162,1
OzfurAtlas,4700,True,162,1
OzfurAtlas,212680,True,162,0
76561198065593074,304930,False,163,1
76561198065593074,730,False,163,1
76561198065593074,304050,True,163,2
76561198065593074,203750,True,163,0
76561198044169764,227940,False,164,1
76561198044169764,355180,False,164,1
76561198044169764,730,True,164,0
76561198044169764,4000,True,164,1
euzi,236390,True,165,2
76561198074935997,221100,False,166,1
76561198074935997,365590,False,166,1
76561198074935997,299740,True,166,2
76561198074935997,346110,False,166,1
76561198074935997,275850,False,166,0
76561198074935997,400800,False,166,0
76561198074935997,252490,False,166,1
76561198074935997,437220,False,166,1
76561197961778802,730,True,167,2
lucasrash,440,True,168,1
76561198016602703,301520,False,169,1
76561198016602703,433340,True,169,1
thisissohardtomakeoneup,440,True,170,1
76561198087010391,4000,True,171,2
66666669999999,302830,False,172,1
76561198061174192,220200,True,173,2
76561198061174192,242760,True,173,1
ReMiXOfficalSteam,352460,True,174,2
Wilfire77,322920,True,175,1
76561198084390807,234792,True,176,1
76561198084390807,252490,True,176,1
Mastic,304050,False,177,1
Mastic,297130,True,177,1
Mastic,397570,True,177,1
Mastic,550,True,177,1
Mastic,206420,True,177,1
Mastic,278360,False,177,1
76561198028286104,10180,True,178,2
tarjla,242760,True,179,1
tarjla,304930,True,179,1
tarjla,441790,True,179,1
tarjla,265750,True,179,1
tarjla,252490,True,179,1
tarjla,4000,True,179,2
tarjla,211820,True,179,1
tarjla,105600,True,179,2
tarjla,251570,True,179,1
tarjla,730,True,179,1
deathnz1,233110,False,180,1
deathnz1,322910,False,180,1
deathnz1,276340,True,180,2
readingthis4noobs,227940,True,181,1
76561198104393251,304930,True,182,1
76561198075322986,730,True,183,1
redsncrimson,448530,True,184,1
redsncrimson,304410,True,184,2
redsncrimson,620,True,184,2
redsncrimson,274920,True,184,1
redsncrimson,211820,True,184,1
redsncrimson,219890,True,184,1
redsncrimson,49520,True,184,2
redsncrimson,223510,True,184,1
redsncrimson,440,True,184,1
76561198151910904,252950,True,185,2
H1DD3NT3RR0R,240,True,186,1
H1DD3NT3RR0R,105600,True,186,1
H1DD3NT3RR0R,204300,True,186,1
H1DD3NT3RR0R,730,True,186,1
H1DD3NT3RR0R,440,False,186,1
H1DD3NT3RR0R,570,True,186,1
76561198071214618,268750,True,187,1
76561198115115631,570,True,188,2
76561198071175142,570,True,189,2
76561198071175142,271590,True,189,2
t8s,360870,True,190,1
t8s,730,True,190,1
pikawuu2,230410,True,191,1
pikawuu2,12900,True,191,2
Sammeh00,301520,True,192,1
Michaelele,6060,True,193,0
Michaelele,730,True,193,1
Michaelele,107410,True,193,1
Michaelele,304930,True,193,2
76561198045754869,335670,True,194,0
76561198076098774,215080,True,195,2
76561198103253374,570,True,196,1
76561198048417105,271590,True,197,1
76561198048417105,730,True,197,2
76561198048417105,244160,True,197,2
76561198048417105,270880,True,197,2
76561198090842891,8190,True,198,1
76561198055767971,247730,False,199,1
76561197998052647,233630,True,200,1
adohya343,303390,False,201,1
76561198145436942,221100,True,202,1
jjas01,208812,False,203,1
jjas01,218620,False,203,1
jjas01,243120,True,203,2
jjas01,234140,True,203,2
jjas01,204450,True,203,2
jjas01,225260,True,203,1
jjas01,50300,True,203,2
jjas01,201810,True,203,1
jjas01,212630,False,203,0
jjas01,427820,False,203,1
3xotic26,500,True,204,1
3xotic26,440,True,204,1
3xotic26,49520,True,204,2
3xotic26,550,True,204,2
iamthetrashlord,206420,True,205,1
iamthetrashlord,213670,True,205,1
3dster,550,True,206,2
76561198079990063,231040,True,207,2
Forty-Nine,221100,True,208,1
Forty-Nine,376300,False,208,2
76561198051017916,351040,True,209,1
76561198051017916,250600,True,209,1
L4M1NAS,227940,True,210,1
L4M1NAS,437220,True,210,2
L4M1NAS,221100,True,210,2
76561198096766604,301520,False,211,1
76561197995322437,264710,True,212,1
imsojipper,218620,True,213,1
76561198084542731,206420,True,214,1
76561198084542731,47790,True,214,2
76561198103671881,570,True,215,1
mrpfresh,236110,True,216,0
mrpfresh,346110,True,216,0
mrpfresh,232790,True,216,1
GamerFag,440,True,217,2
GamerFag,70,True,217,1
GamerFag,420,True,217,1
GamerFag,380,True,217,2
GamerFag,220,True,217,2
GamerFag,1250,True,217,2
EHS-R3AP3R,339230,False,218,1
EHS-R3AP3R,349700,True,218,1
EHS-R3AP3R,226700,True,218,2
EHS-R3AP3R,209160,True,218,1
chidori_647,219990,True,219,1
chidori_647,213670,True,219,1
chidori_647,21100,False,219,1
chidori_647,8190,True,219,1
chidori_647,215470,False,219,0
76561198092227136,730,True,220,2
76561198092227136,1250,True,220,1
hellcat59,4000,True,221,1
76561198007584361,401650,True,222,1
tbimperator,35450,True,223,2
Allahu_Akbar666,230410,True,224,2
Allahu_Akbar666,304930,False,224,1
ulramite,290020,True,225,1
ulramite,248860,True,225,1
ulramite,211820,True,225,1
-GM-Dragon,226700,False,226,0
-GM-Dragon,244850,True,226,1
76561198054040292,298260,True,227,1
76561198078799606,370240,False,228,0
76561198078799606,730,True,228,1
76561198078799606,233450,True,228,1
I_DID_911_JUST_SAYING,214420,True,229,2
I_DID_911_JUST_SAYING,365670,True,229,1
I_DID_911_JUST_SAYING,440,True,229,1
I_DID_911_JUST_SAYING,4000,True,229,2
I_DID_911_JUST_SAYING,221260,True,229,1
750805,369070,False,230,1
750805,91310,False,230,1
diabeticfuck,218620,True,231,0
diabeticfuck,419070,True,231,1
diabeticfuck,333930,False,231,1
diabeticfuck,287700,True,231,1
76561198054465623,302830,False,232,1
76561198054465623,24240,True,232,1
76561198054465623,39800,True,232,1
76561198054465623,250600,True,232,1
76561198054465623,105600,True,232,2
76561198054465623,113020,True,232,1
aaropro,440,True,233,1
aaropro,221100,True,233,1
abiam,238960,True,234,1
FrankoWalker,310370,True,235,1
FrankoWalker,260410,True,235,1
FrankoWalker,236390,True,235,0
LightfootSword7,221100,False,236,1
LightfootSword7,383870,True,236,2
SALTTHEW0UND,248820,True,237,1
SALTTHEW0UND,730,True,237,2
SALTTHEW0UND,550,True,237,2
SALTTHEW0UND,204030,True,237,1
SALTTHEW0UND,440,True,237,2
SALTTHEW0UND,383080,True,237,1
express157,304930,True,238,1
76561198074644990,242760,True,239,1
76561198074644990,207230,True,239,2
76561198074644990,9180,False,239,0
76561198064304806,730,True,240,0
TomoeMamiewe,10150,True,241,1
TomoeMamiewe,4000,True,241,1
76561198057086148,214950,True,242,1
Acidius99,218620,True,243,2
Acidius99,292030,True,243,1
Acidius99,261640,True,243,1
Acidius99,220240,True,243,2
Acidius99,271290,False,243,0
acorn13,313740,True,244,1
acorn13,34330,True,244,1
acorn13,271590,True,244,1
adamcookie,570,True,245,2
AddzyTheBaddzy,291550,True,246,2
AddzyTheBaddzy,259080,True,246,2
mrfunkyjunkie,233250,True,247,1
mrfunkyjunkie,256350,True,247,2
mrfunkyjunkie,249380,True,247,1
mradobe7,275850,False,248,0
76561198167207237,337320,True,249,1
76561198167207237,391540,True,249,0
76561198167207237,265930,True,249,1
76561198167207237,620,True,249,2
cancerkek,730,True,250,1
76561198073508075,10090,True,251,2
76561198073508075,251570,True,251,1
76561198073508075,218680,True,251,1
76561198074323290,252490,False,252,1
76561198074323290,251060,False,252,1
76561198090899557,252490,False,253,0
advenger95,22370,True,254,1
advenger95,307690,True,254,1
advenger95,72850,True,254,1
EndAtHallow,1250,True,255,1
76561198063624801,440,True,256,0
aeryal,440,True,257,2
76561198070263209,570,True,258,1
76561198015968275,248610,True,259,1
Agiegamma,208090,True,260,1
76561198082614708,250340,True,261,1
Agronoth,244850,True,262,1
Agronoth,221640,True,262,1
Agronoth,104900,True,262,1
Agronoth,105600,True,262,2
Agronoth,9450,False,262,1
UnholyFallenAngel,262410,True,263,2
UnholyFallenAngel,222940,True,263,2
UnholyFallenAngel,221040,True,263,1
76561198068565589,221100,True,264,1
76561198068565589,286570,True,264,1
76561198068565589,263440,False,264,2
SlutOnTheSpit,4000,True,265,2
WestyGaming,223710,True,266,1
NaruseAiria,317360,True,267,2
NaruseAiria,108600,True,267,0
NaruseAiria,259080,True,267,2
NaruseAiria,208520,True,267,1
76561198067713802,239660,True,268,1
76561198067713802,304930,True,268,2
76561198187212131,730,True,269,2
76561198044678148,495890,True,270,1
76561198044678148,472680,True,270,1
Alex680,4000,True,271,2
alansiulun,295270,True,272,2
alansiulun,265930,True,272,2
Albolah,283920,True,273,1
Albolah,440,True,273,1
Albolah,294650,True,273,1
76561198003056556,432020,False,274,1
76561198003056556,233720,True,274,1
maxpaynepillkiller,319630,True,275,0
maxpaynepillkiller,12120,True,275,1
maxpaynepillkiller,241930,True,275,1
maxpaynepillkiller,428690,True,275,2
maxpaynepillkiller,55230,True,275,2
maxpaynepillkiller,243470,False,275,1
AlexNoClutch,227860,False,276,1
Alexwai04,218620,True,277,1
76561198095481910,208090,True,278,0
76561198164545985,730,True,279,2
AlkalineDeath,228280,True,280,1
AlkalineDeath,240760,True,280,1
76561198075935236,226700,True,281,1
76561198075935236,250900,True,281,2
mintifreshbadger,35450,True,282,1
AlpacaRevolution,9900,True,283,1
AlpacaRevolution,212680,True,283,2
AlpacaRevolution,346110,False,283,1
AlphaBryn444,236370,True,284,1
76561198071952798,381210,True,285,1
76561198071952798,265930,False,285,1
76561198071952798,218620,True,285,1
76561198071952798,205100,True,285,2
76561198009001563,570,True,286,1
76561198016753953,271290,True,287,2
76561198016753953,570,True,287,1
smegmyfoodle,346010,True,288,1
smegmyfoodle,239250,True,288,1
76561198057869849,313120,True,289,2
76561198058836921,211820,True,290,2
lol_ursuchanoob,218620,True,291,0
lol_ursuchanoob,12210,True,291,1
lol_ursuchanoob,220240,True,291,1
lol_ursuchanoob,17300,True,291,1
AMV72,206440,True,292,2
AMV72,209100,False,292,1
AMV72,209000,True,292,1
AMV72,218060,True,292,1
AMV72,24240,True,292,2
76561198069170979,440,True,293,1
76561198085956238,224540,False,294,0
76561198085956238,242860,False,294,0
76561198085956238,47410,True,294,1
76561198085956238,34330,False,294,0
76561198132540690,730,True,295,1
76561198132540690,220200,True,295,1
711armageddoncarmageddon,113020,True,296,1
711armageddoncarmageddon,105600,True,296,1
711armageddoncarmageddon,9480,True,296,1
76561198034868596,359870,True,297,1
Andraison,22230,True,298,0
76561198055790408,203770,True,299,2
76561198069560699,550,True,300,1
76561198069560699,259080,True,300,1
76561198069560699,72850,True,300,1
76561198069560699,8870,True,300,1
76561198099625419,230410,True,301,1
76561198099625419,200260,True,301,1
76561198099625419,19900,True,301,2
76561198099625419,241540,True,301,1
76561198099625419,220,True,301,1
76561198084032274,227940,False,302,0
76561198084032274,236390,False,302,2
Angrovar,17390,True,303,1
Angrovar,359320,True,303,1
AngryAinsley,317360,True,304,1
AngryAinsley,253030,True,304,1
AngryAinsley,295110,True,304,1
AngryAinsley,264710,True,304,1
uradumbtit,274310,True,305,1
uradumbtit,4000,True,305,2
76561198037038784,252470,True,306,1
IKillNoobsFirst,730,True,307,2
76561198037888300,344770,True,308,2
1234865654,22380,True,309,2
76561198040925596,440,True,310,2
76561198084123358,9900,True,311,2
Apachehavoc,107410,False,312,1
ApexNZ,221640,True,313,1
ApexNZ,202170,True,313,2
ApexNZ,49520,True,313,1
ApexNZ,245490,True,313,2
ApexNZ,313120,True,313,1
76561198039441595,113020,False,314,1
76561198039441595,319510,False,314,2
76561198039441595,20,False,314,1
76561198039441595,209080,False,314,0
76561198039441595,223470,False,314,1
76561198039441595,417860,True,314,1
76561198039441595,269250,True,314,1
76561198039441595,313740,False,314,0
76561198039441595,8190,True,314,0
76561198036687918,377160,True,315,1
benjamin27,730,True,316,1
benjamin27,244850,True,316,2
AppoGetsSuperAdmin,212500,True,317,1
AppoGetsSuperAdmin,570,False,317,0
AppoGetsSuperAdmin,104900,True,317,1
76561198071475367,12160,True,318,1
76561198049916759,219990,True,319,2
76561198049916759,293260,True,319,1
76561198065064829,219640,True,320,2
XABLAUziitu,214420,False,321,2
XABLAUziitu,105600,True,321,1
XABLAUziitu,440,True,321,1
XABLAUziitu,200210,True,321,1
76561198012909706,218130,True,322,2
dragonchief,252490,False,323,1
76561198040530605,270210,True,324,1
76561198040530605,386070,True,324,1
76561198040530605,8930,True,324,2
76561198040530605,330830,True,324,1
76561198040530605,218230,True,324,2
76561198040530605,104900,True,324,2
76561198040530605,440,True,324,1
76561198040530605,240,True,324,1
76561197974500703,8980,True,325,1
76561197974500703,31270,True,325,1
76561197974500703,113200,True,325,1
76561197974500703,8190,True,325,1
76561197974500703,43000,True,325,1
76561197974500703,18700,False,325,1
76561197974500703,98800,True,325,1
76561197974500703,107100,True,325,2
76561197974500703,630,True,325,1
76561197974500703,57300,True,325,2
76561198047185525,213670,True,326,2
76561198047185525,218620,True,326,1
76561198047185525,226620,True,326,1
sweep6060,391540,True,327,0
bilyitu,570,True,328,1
bilyitu,730,True,328,1
76561198021244661,105600,True,329,1
76561198088538797,209870,True,330,2
deployablearchnagel,265630,True,331,1
rotflmaoman,401920,True,332,1
armouredmarshmallow,33230,True,333,1
armouredmarshmallow,239200,True,333,1
armouredmarshmallow,440,True,333,1
armouredmarshmallow,346900,True,333,1
armouredmarshmallow,363970,True,333,2
armouredmarshmallow,65790,True,333,1
armouredmarshmallow,72850,True,333,2
armouredmarshmallow,57300,True,333,0
armouredmarshmallow,230410,True,333,1
armouredmarshmallow,630,True,333,2
76561198020928326,70,True,334,1
Array71,8500,False,335,0
Array71,244850,True,335,2
76561198039874575,221100,True,336,0
arronlim13,99900,True,337,2
ARTHERDUNGER10,250900,True,338,2
Mackus1011,211820,True,339,2
Mackus1011,380600,True,339,2
Mackus1011,22380,True,339,1
Mackus1011,252490,True,339,0
76561198041877981,2450,False,340,1
76561198041877981,241540,True,340,0
ARZARNAR,220200,True,341,2
darkmassieh,47780,True,342,1
darkmassieh,377160,True,342,0
darkmassieh,4000,True,342,1
darkmassieh,107410,True,342,1
darkmassieh,230190,True,342,1
darkmassieh,435881,True,342,2
darkmassieh,490650,True,342,2
darkmassieh,391270,True,342,1
darkmassieh,301520,True,342,2
darkmassieh,227680,False,342,1
asianturtlefrenzy,246420,True,343,1
asianturtlefrenzy,289130,True,343,2
asianturtlefrenzy,234630,True,343,2
asianturtlefrenzy,253030,True,343,1
asianturtlefrenzy,249050,True,343,2
asianturtlefrenzy,418340,True,343,2
asianturtlefrenzy,223850,True,343,2
asianturtlefrenzy,263020,True,343,1
asianturtlefrenzy,287980,True,343,1
asianturtlefrenzy,245550,True,343,2
blowjobsfurdayzandgayz,570,True,344,1
blowjobsfurdayzandgayz,304050,False,344,1
blowjobsfurdayzandgayz,417860,True,344,1
blowjobsfurdayzandgayz,96100,False,344,0
76561198082992295,4000,True,345,1
76561198082992295,570,True,345,1
76561198082992295,440,True,345,2
76561198082992295,230410,True,345,2
LaLocaDeLosDulces,80,True,346,1
76561198064352761,56400,True,347,1
assassin_warman,257850,True,348,1
assassin_warman,72850,True,348,1
assassin_warman,105600,True,348,1
assassin_warman,219150,True,348,2
assassin_warman,204450,True,348,1
assassin_warman,239140,True,348,2
assassin_warman,322500,False,348,2
assassin_warman,218620,True,348,1
assassin_warman,440,True,348,2
Astrelt,385770,True,349,1
Astrelt,252630,True,349,2
Astrelt,212200,True,349,1
Astrelt,218680,True,349,1
Astrelt,230410,True,349,1
Astrelt,4000,True,349,1
Astrelt,346900,True,349,2
Astrelt,440,True,349,1
Astrelt,387860,True,349,0
Astrelt,221640,True,349,0
76561198091740831,387990,True,350,1
AtomicWoodchuck,310560,False,351,1
omgihaveawebpage,630,True,352,2
omgihaveawebpage,223470,True,352,2
omgihaveawebpage,253430,True,352,2
omgihaveawebpage,620,True,352,2
omgihaveawebpage,4000,True,352,2
omgihaveawebpage,440,True,352,2
